SPID,COUNT,Calc Area,pArea,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
4104,28401,4.451028269,0.955156281,4.451028565,0,1.088897705,1.088897705,0.786515963,0.278542327,22337.83987
4105,22190,3.477635199,0.746273648,3.477635431,0,1.212432861,1.212432861,0.4835942,0.445379256,10730.95529
4106,24657,3.864265484,0.82924152,3.864265742,0,1.141265869,1.141265869,0.519419551,0.39574255,12807.32788
4107,28491,4.465133143,0.958183078,4.465133441,0,1.112915039,1.112915039,0.618620342,0.276697643,17625.11215
4108,29023,4.548508625,0.976074812,4.548508928,3.05176E-05,1.008728027,1.00869751,0.701345817,0.175473213,20355.15964
4109,26885,4.213439492,0.904171565,4.213439773,0,1.009613037,1.009613037,0.686099382,0.253265598,18445.78189
4110,28867,4.524060175,0.970828364,4.524060477,0,0.998077393,0.998077393,0.625018355,0.315272318,18042.40485
4111,26552,4.161251456,0.892972415,4.161251733,0,1.04309082,1.04309082,0.469863626,0.310096005,12475.819
4112,23637,3.704410239,0.794937819,3.704410486,0,0.962890625,0.962890625,0.345512015,0.299723174,8166.867493
4113,24396,3.823361348,0.820463809,3.823361603,0,0.933898926,0.933898926,0.323553096,0.24498537,7893.401337
4114,27905,4.373294738,0.938475266,4.373295029,0,0.894195557,0.894195557,0.204677631,0.177924699,5711.529297
4115,26632,4.173789122,0.895662902,4.1737894,0,1.15838623,1.15838623,0.435022546,0.383326242,11585.52045
4116,29279,4.588629157,0.984684368,4.588629463,3.05176E-05,1.217071533,1.217041016,0.702686862,0.372403404,20573.96863
4117,29121,4.563867266,0.979370658,4.56386757,0,1.104705811,1.104705811,0.634500142,0.287629,18477.27863
4118,29674,4.650533884,0.997968645,4.650534194,3.05176E-05,1.03237915,1.032348633,0.612167922,0.307374195,18165.47092
4119,29182,4.573427236,0.981422154,4.573427541,0,1.093414307,1.093414307,0.650276805,0.30932648,18976.37772
4120,29636,4.644578493,0.996690664,4.644578802,0,1.108337402,1.108337402,0.573146868,0.370951571,16985.78058
4121,29633,4.64410833,0.99658977,4.64410864,6.10352E-05,1.079528809,1.079467773,0.532540293,0.378012562,15780.76651
4122,29729,4.65915353,0.999818354,4.65915384,0.000427246,1.64855957,1.648132324,0.526746962,0.40008059,15659.66043
4123,29526,4.627339202,0.992991245,4.62733951,0,1.674407959,1.674407959,1.068183513,0.57086532,31539.1864
4124,29654,4.647399468,0.997296023,4.647399777,6.10352E-05,1.723419189,1.723358154,1.134087025,0.546010626,33630.21664
4125,28716,4.50039533,0.965750071,4.50039563,0,1.648193359,1.648193359,0.531362501,0.463830976,15258.60559
4126,28820,4.516694296,0.969247703,4.516694597,0,1.20199585,1.20199585,0.606202583,0.345635629,17470.75845
4127,29256,4.585024578,0.983910854,4.585024883,0,1.179962158,1.179962158,0.719330729,0.317022854,21044.73981
4128,28943,4.535970958,0.973384326,4.53597126,3.05176E-05,1.232391357,1.23236084,0.652551289,0.393208637,18886.79196
4129,25077,3.930088233,0.843366574,3.930088495,0,1.190673828,1.190673828,0.498157531,0.389636265,12492.29642
4130,27284,4.275971103,0.917590365,4.275971388,0,1.150360107,1.150360107,0.598993903,0.369143529,16342.94965
4131,24895,3.901565042,0.837245717,3.901565302,0,1.122344971,1.122344971,0.783569015,0.233637104,19506.95062
4132,29209,4.577658699,0.982330193,4.577659004,0,1.146697998,1.146697998,0.731617238,0.305049319,21369.80789
4133,25825,4.047315413,0.868522621,4.047315683,0,1.166656494,1.166656494,0.758492218,0.355914315,19588.06152
4134,27598,4.325181443,0.928150524,4.325181731,0,1.230224609,1.230224609,0.692959199,0.419170868,19124.28796
4135,28235,4.425012611,0.949573522,4.425012906,0,1.230957031,1.230957031,0.821260375,0.336702122,23188.28668
4136,29465,4.617779231,0.990939749,4.617779539,3.05176E-05,1.202331543,1.202301025,0.632997388,0.425571988,18651.26804
4137,28900,4.529231963,0.971938189,4.529232264,0,1.12701416,1.12701416,0.368455889,0.421319372,10648.37518
4138,29609,4.64034703,0.995782625,4.64034734,3.05176E-05,1.203765869,1.203735352,0.438441965,0.425925746,12981.82816
4139,29057,4.553837133,0.977218269,4.553837436,3.05176E-05,1.241912842,1.241882324,0.773189592,0.359620392,22466.56998
4140,29014,4.547098137,0.975772132,4.54709844,0,1.231170654,1.231170654,0.863939585,0.305105974,25066.34311
4141,27609,4.326905372,0.928520466,4.32690566,0,1.339782715,1.339782715,0.846501431,0.381143763,23371.05801
4142,28230,4.424229007,0.949405366,4.424229302,0,1.378356934,1.378356934,0.831306521,0.347486331,23467.78308
4143,26530,4.157803597,0.892232532,4.157803874,0,1.156951904,1.156951904,0.697901627,0.360788171,18515.33017
4144,28195,4.418743778,0.948228279,4.418744072,0,1.253845215,1.253845215,0.754480229,0.288773066,21272.57007
4145,27589,4.323770956,0.927847845,4.323771244,6.10352E-05,1.095153809,1.095092773,0.794959691,0.228058202,21932.14291
4146,28874,4.525157221,0.971063781,4.525157522,0,1.094360352,1.094360352,0.784791658,0.249319554,22660.07434
4147,28041,4.39460877,0.943049092,4.394609063,3.05176E-05,1.022399902,1.022369385,0.683177042,0.257327899,19156.96744
4148,29039,4.551016158,0.976612909,4.551016461,0,1.138275146,1.138275146,0.539521871,0.30515382,15667.1756
4149,23911,3.747351746,0.804152735,3.747351996,0,1.207458496,1.207458496,0.111122908,0.136628975,2657.059845
4150,27890,4.370943925,0.937970799,4.370944216,0,1.013641357,1.013641357,0.096653852,0.14321456,2695.675934
4151,28125,4.40777332,0.945874103,4.407773614,0,1.38458252,1.38458252,0.591554767,0.409614896,16637.47781
4152,28472,4.462155448,0.957544087,4.462155745,3.05176E-05,1.247436523,1.247406006,0.80829187,0.319679594,23013.68613
4153,28353,4.443505669,0.953541989,4.443505965,0,1.276947021,1.276947021,0.68831909,0.299211525,19515.91116
4154,28254,4.427990307,0.950212512,4.427990602,0,1.34765625,1.34765625,0.768458053,0.368465718,21712.01382
4155,27498,4.30950936,0.924787416,4.309509647,0,1.399871826,1.399871826,0.793538219,0.37692393,21820.71396
4156,28117,4.406519553,0.945605054,4.406519847,0,1.575958252,1.575958252,0.820571884,0.393443236,23072.01965
4157,28413,4.452908919,0.955559854,4.452909215,0,1.636566162,1.636566162,1.19196589,0.389032855,33867.32684
4158,28408,4.452125315,0.955391698,4.452125611,3.05176E-05,1.637237549,1.637207031,1.198394712,0.405173392,34043.99698
4159,26547,4.160467852,0.89280426,4.160468129,0,1.610687256,1.610687256,0.536690861,0.381637266,14247.53229
4160,23269,3.646736974,0.782561582,3.646737217,0,1.246032715,1.246032715,0.350426915,0.343124893,8154.083893
4161,18820,2.949486005,0.632936911,2.949486201,0,1.071655273,1.071655273,0.435626665,0.341204832,8198.493835
4162,21698,3.400528551,0.729727157,3.400528778,0,1.076049805,1.076049805,0.406389622,0.331227931,8817.842011
4163,19514,3.05825026,0.65627688,3.058250464,0,1.21875,1.21875,0.719531553,0.374380307,14040.93872
4164,20865,3.2699801,0.701712468,3.269980318,0,1.192657471,1.192657471,0.743485928,0.366214075,15512.83389
4165,21713,3.402879363,0.730231623,3.40287959,0,1.143585205,1.143585205,0.538654979,0.324986313,11695.81555
4166,23532,3.687954552,0.791406556,3.687954797,0,1.203186035,1.203186035,0.769365282,0.307243741,18104.70383
4167,26726,4.18852088,0.898824223,4.188521159,0,1.138031006,1.138031006,0.789004259,0.264747804,21086.92783
4168,25969,4.069883212,0.873365496,4.069883483,0,1.144042969,1.144042969,0.712330623,0.350360426,18498.51395
4169,14266,2.235779349,0.479780976,2.235779498,0,0.967010498,0.967010498,0.11094821,0.205766241,1582.78717
4170,22675,3.553644801,0.762584721,3.553645038,0,0.906524658,0.906524658,0.199429378,0.269330412,4522.061157
4171,28057,4.397116304,0.94358719,4.397116597,0,1.063873291,1.063873291,0.709547034,0.260818563,19907.76114
4172,28750,4.505723838,0.966893528,4.505724138,0,1.123687744,1.123687744,0.630115808,0.367863851,18115.82947
4173,26049,4.082420879,0.876055983,4.082421151,0,1.22177124,1.22177124,0.516407064,0.448998306,13451.8876
4174,28070,4.399153674,0.944024394,4.399153967,0,1.171325684,1.171325684,0.366289429,0.41461714,10281.74426
4175,25732,4.032740376,0.86539493,4.032740644,0,1.25881958,1.25881958,0.520511694,0.410569644,13393.80692
4176,28015,4.390534029,0.942174684,4.390534321,0,1.26461792,1.26461792,0.621070488,0.394340253,17399.28973
4177,28710,4.499455005,0.965548284,4.499455305,0,1.288665771,1.288665771,0.722393053,0.366150551,20739.90454
4178,28573,4.477984251,0.960940826,4.47798455,0,1.271331787,1.271331787,0.666179884,0.435833729,19034.75781
4179,27981,4.385205521,0.941031228,4.385205813,0,1.1902771,1.1902771,0.725472426,0.356899226,20299.44394
4180,29006,4.54584437,0.975503084,4.545844673,0,1.177124023,1.177124023,0.660988284,0.350903418,19172.62616
4181,23368,3.662252336,0.785891059,3.66225258,0,1.208068848,1.208068848,0.684823843,0.432676976,16002.96356
4182,25278,3.961589119,0.85012642,3.961589383,0,1.288604736,1.288604736,0.603638172,0.478618978,15258.76572
4183,26641,4.17519961,0.895965581,4.175199888,0,1.11050415,1.11050415,0.554012473,0.364448594,14759.44629
4184,26792,4.198864455,0.901043874,4.198864734,0,1.1746521,1.1746521,0.591907893,0.305376423,15858.39627
4185,26802,4.200431663,0.901380185,4.200431943,0,1.419647217,1.419647217,0.747954331,0.359550044,20046.67197
4186,29515,4.625615273,0.992621303,4.625615581,0,1.566223145,1.566223145,0.798757916,0.338112768,23575.3399
4187,26292,4.12050404,0.884228335,4.120504315,0,1.208435059,1.208435059,0.691306385,0.306848403,18175.82748
4188,25261,3.958924865,0.849554692,3.958925129,0,1.215759277,1.215759277,0.61850765,0.325235199,15624.12173
4189,26500,4.153101973,0.891223599,4.153102249,0,1.219512939,1.219512939,0.874977939,0.195465758,23186.91537
4190,27216,4.265314086,0.915303452,4.26531437,3.05176E-05,1.477966309,1.477935791,0.868152308,0.237100963,23627.63321
4191,27288,4.276597986,0.91772489,4.276598271,3.05176E-05,1.650482178,1.65045166,1.213973622,0.305370376,33126.9122
4192,25536,4.002023093,0.858803239,4.00202336,0,1.681884766,1.681884766,1.119147368,0.543399902,28578.54718
4193,25567,4.006881439,0.859845802,4.006881706,0,1.581420898,1.581420898,0.584062348,0.373196986,14932.72205
4194,27446,4.301359877,0.9230386,4.301360164,0,1.349060059,1.349060059,0.639824333,0.342786302,17560.61865
4195,25429,3.985253965,0.855204713,3.98525423,0,1.426574707,1.426574707,0.913968451,0.402437106,23241.30374
4196,26288,4.119877157,0.88409381,4.119877431,0,1.454040527,1.454040527,0.808831794,0.484636176,21262.57019
4201,19511,3.057780098,0.656175987,3.057780301,0,0.935821533,0.935821533,0.227100505,0.290609248,4430.957947
4202,25520,3.99951556,0.858265142,3.999515826,0,1.12512207,1.12512207,0.40088508,0.361443044,10230.58725
4203,27893,4.371414088,0.938071693,4.371414379,0,1.267974854,1.267974854,0.817821665,0.351980392,22811.49969
4204,28302,4.435512907,0.951826804,4.435513202,0,1.210144043,1.210144043,0.852393761,0.342869389,24124.44821
4205,29301,4.592077015,0.985424252,4.592077321,0.000152588,1.212432861,1.212280273,0.913519905,0.310379105,26767.04672
4206,28883,4.526567708,0.971366461,4.52656801,6.10352E-05,1.197509766,1.19744873,0.878013196,0.339887943,25359.65515
4207,28124,4.407616599,0.945840472,4.407616893,3.05176E-05,1.148132324,1.148101807,0.689516111,0.275887754,19391.95111
4208,29074,4.556501387,0.977789997,4.55650169,3.05176E-05,1.508331299,1.508300781,0.731452,0.172408789,21266.23544
4209,28475,4.46262561,0.957644981,4.462625907,0,1.590759277,1.590759277,1.130907488,0.347220801,32202.59073
4210,29517,4.625928714,0.992688565,4.625929022,6.10352E-05,1.674346924,1.674285889,1.124066089,0.395441461,33179.05875
4211,28461,4.460431519,0.957174146,4.460431816,0,1.420959473,1.420959473,0.80237525,0.259337045,22836.40198
4212,27492,4.308569035,0.92458563,4.308569322,0,1.381134033,1.381134033,0.71906655,0.25379368,19768.57761
4213,20968,3.286122346,0.705176469,3.286122565,0,1.396697998,1.396697998,0.358591667,0.324069887,7518.950073
4214,26220,4.10922014,0.881806897,4.109220414,0,1.005126953,1.005126953,0.435507447,0.266427326,11419.00525
4215,28851,4.521552642,0.970290267,4.521552943,6.10352E-05,0.993621826,0.993560791,0.722052151,0.203764506,20831.92661
4216,29236,4.581890161,0.983238232,4.581890466,3.05176E-05,0.95791626,0.957885742,0.647395363,0.270953333,18927.25082
4217,23981,3.758322204,0.806506911,3.758322454,0,0.888336182,0.888336182,0.361021721,0.306866412,8657.661896
4218,27452,4.302300202,0.923240387,4.302300489,0,0.990478516,0.990478516,0.406911596,0.322104159,11170.53714
4219,29524,4.62702576,0.992923983,4.627026068,3.05176E-05,1.071655273,1.071624756,0.680290235,0.288765325,20084.88889
4220,28703,4.498357959,0.965312867,4.498358259,0,1.121765137,1.121765137,0.644153407,0.3196987,18489.13525
4221,28016,4.39069075,0.942208315,4.390691042,0,1.120300293,1.120300293,0.538735082,0.31179193,15093.20206
4222,29646,4.646145701,0.997026974,4.646146011,6.10352E-05,1.073028564,1.072967529,0.630582366,0.26694993,18694.24481
4223,28850,4.521395921,0.970256635,4.521396222,0,1.155303955,1.155303955,0.811145123,0.273084992,23401.5368
4224,28862,4.523276571,0.970660208,4.523276872,0,1.196105957,1.196105957,0.812243664,0.346586911,23442.97662
4225,27791,4.355428563,0.934641323,4.355428853,0,1.322143555,1.322143555,0.759826595,0.448295373,21116.34091
4226,29180,4.573113795,0.981354892,4.573114099,0,1.384124756,1.384124756,0.653134522,0.489301045,19058.46536
4227,27171,4.258261649,0.913790053,4.258261933,0,1.247467041,1.247467041,0.513314635,0.361488446,13947.27194
4228,25576,4.008291926,0.860148482,4.008292193,0,0.973876953,0.973876953,0.492130555,0.324024804,12586.73108
4229,25156,3.942469178,0.846023429,3.942469441,0,0.973388672,0.973388672,0.461284856,0.334915782,11604.08185
4230,26760,4.193849388,0.89996768,4.193849668,0,1.592498779,1.592498779,0.600980252,0.339642907,16082.23154
4231,28095,4.403071695,0.944865171,4.403071988,3.05176E-05,1.634460449,1.634429932,1.133812643,0.404638381,31854.46622
4232,28421,4.454162685,0.955828902,4.454162982,0,1.621551514,1.621551514,1.170548991,0.418002797,33268.17288
4233,24679,3.867713343,0.829981404,3.8677136,0,1.55758667,1.55758667,0.688108082,0.388391794,16981.81937
4234,25927,4.063300937,0.871952991,4.063301208,0,1.111572266,1.111572266,0.473760821,0.366282226,12283.19681
4235,21502,3.369811268,0.723135465,3.369811493,0,1.065734863,1.065734863,0.54841485,0.337609073,11792.01611
4236,26593,4.16767701,0.89435129,4.167677287,0,1.58203125,1.58203125,0.662357696,0.37710227,17614.07822
4237,27362,4.288195327,0.92021359,4.288195613,0,1.695709229,1.695709229,1.108033007,0.459956521,30317.99915
4238,28879,4.525940825,0.971231937,4.525941127,0,1.687133789,1.687133789,1.17758427,0.458719077,34007.45615
4239,22749,3.565242142,0.765073421,3.56524238,0,1.715484619,1.715484619,0.85533961,0.354953585,19458.12079
4240,27711,4.342890897,0.931950836,4.342891186,0,1.316619873,1.316619873,0.756671989,0.301297873,20968.13748
4241,27037,4.237261058,0.909283489,4.23726134,0,1.143951416,1.143951416,0.790317922,0.186283391,21367.82565
4242,24265,3.802830919,0.816058137,3.802831173,0,1.15512085,1.15512085,0.696668866,0.297182467,16904.67004
4243,17981,2.817997229,0.604720435,2.817997417,0,1.182861328,1.182861328,0.424092215,0.375460624,7625.602112
4244,21450,3.361661785,0.721386649,3.361662009,0,1.372619629,1.372619629,0.460929518,0.40518032,9886.938171
4245,25754,4.036188234,0.866134814,4.036188503,0,1.524475098,1.524475098,0.708823254,0.392062975,18255.03409
4246,28914,4.531426054,0.972409025,4.531426356,0.000244141,1.424865723,1.424621582,0.795656911,0.339816453,23005.62393
4247,29461,4.617152348,0.990805225,4.617152655,0.000396729,1.371490479,1.37109375,0.912418797,0.28984049,26880.77017
4248,29697,4.654138463,0.99874216,4.654138773,9.15527E-05,1.543334961,1.543243408,0.905632637,0.319120338,26894.57242
4249,29656,4.647712909,0.997363285,4.647713219,6.10352E-05,1.585540771,1.585479736,1.079769284,0.449437182,32021.63788
4250,29309,4.593330782,0.985693301,4.593331088,3.05176E-05,1.628265381,1.628234863,0.810665274,0.584205549,23759.78851
4251,28496,4.465916748,0.958351233,4.465917045,0,1.438171387,1.438171387,0.399207902,0.423522627,11375.82837
