trait,pval,cor,type,date
Manganese,6.7453467086127e-08,-0.255241319893345,MGR,Aug22
Manganese,1.00217487844352e-06,-0.231976479216855,VARI,Aug22
Manganese,2.4909453443506e-13,-0.341325957374725,VEG,Aug22
Manganese,0.000117633634503803,0.183598014715352,Woebbecke..no.abs.,Aug22
Manganese,0.0816895601849202,0.0835673195115931,Woebbecke..abs.,Aug22
Copper,9.49926601222213e-27,-0.482508160826908,ExG,Aug22
Copper,4.33607250224984e-22,-0.440646396555416,ExG2,Aug22
Copper,3.74604314602673e-23,-0.45072314523582,RGB,Aug22
Copper,0.0173966987733695,-0.113982786774262,NGR,Aug22
Copper,4.02046728097392e-22,-0.440962437473319,GLI,Aug22
Copper,0.0175962133104792,-0.113782442177885,MGR,Aug22
Copper,0.203736722431495,-0.061057514596701,VARI,Aug22
Copper,3.49897628359662e-17,-0.389195660649646,VEG,Aug22
Copper,0.869518737491719,0.00789873984775951,Woebbecke..no.abs.,Aug22
Copper,5.52961703230131e-06,-0.215896676523477,Woebbecke..abs.,Aug22
Zinc,4.49422063229309e-16,-0.376216666713595,ExG,Aug22
Zinc,1.90292615877628e-12,-0.329106733772744,ExG2,Aug22
Zinc,7.26096021360564e-13,-0.334964236603897,RGB,Aug22
Zinc,0.0118128858583746,-0.120619799149908,NGR,Aug22
Zinc,1.86291971664033e-12,-0.329237271019273,GLI,Aug22
Zinc,0.011820203121631,-0.120609424832302,MGR,Aug22
Zinc,0.0819828948077779,-0.0834873946009908,VARI,Aug22
Zinc,2.03730848248821e-10,-0.298737149485067,VEG,Aug22
Zinc,0.662067858145315,-0.021013571306121,Woebbecke..no.abs.,Aug22
Zinc,0.0516657862394731,-0.0933639156214982,Woebbecke..abs.,Aug22
Boron,1.31976416246838e-05,-0.207217322136003,ExG,Aug22
Boron,0.000582576347272475,-0.164267201029686,ExG2,Aug22
Boron,0.000538193463543386,-0.165274722067347,RGB,Aug22
Boron,0.0397058362552467,-0.0986590040086464,NGR,Aug22
Boron,0.00059060704489198,-0.164092548475299,GLI,Aug22
Boron,0.0395010567997367,-0.0987608014401358,MGR,Aug22
Boron,0.0822466974167967,-0.0834157134448204,VARI,Aug22
Boron,0.000897845882500802,-0.158663332615837,VEG,Aug22
Boron,0.00887110926480256,0.125340140325103,Woebbecke..no.abs.,Aug22
Boron,0.746660463244884,0.0155326251433839,Woebbecke..abs.,Aug22
LA,2.38397459436078e-08,0.263331007671047,ExG,Aug20
LA,7.9720189462967e-08,0.253583314900602,ExG2,Aug20
LA,3.05457726772992e-07,0.242239788231558,RGB,Aug20
LA,2.54150035276111e-19,0.412287760666679,NGR,Aug20
LA,6.5827936361951e-08,0.255156372729316,GLI,Aug20
LA,2.35312852517724e-19,0.41264089970377,MGR,Aug20
LA,3.31260755373052e-19,0.411069429781316,VARI,Aug20
LA,1.07631427121417e-10,0.302761197846501,VEG,Aug20
LA,0.000181963673912263,-0.178321988086917,Woebbecke..no.abs.,Aug20
LA,4.86064795460739e-15,-0.363173389573049,Woebbecke..abs.,Aug20
FW,0.000743375738185544,0.160947988115025,ExG,Aug20
FW,0.000505949842664085,0.165867297162057,ExG2,Aug20
FW,0.00128040479750431,0.153749520700869,RGB,Aug20
FW,1.20612876942595e-15,0.370640546045824,NGR,Aug20
FW,0.000456384959345018,0.167162541719666,GLI,Aug20
FW,1.13214634598118e-15,0.370975118442137,MGR,Aug20
FW,1.81915253578923e-16,0.380475155637539,VARI,Aug20
FW,3.09819528054465e-06,0.22123590172452,VEG,Aug20
FW,2.91640633868741e-05,-0.198750812205479,Woebbecke..no.abs.,Aug20
FW,1.39535653652129e-15,-0.369868794078213,Woebbecke..abs.,Aug20
Chl,3.08158753289368e-33,-0.53259096096161,ExG,Aug20
Chl,6.44388660619203e-26,-0.475448749368585,ExG2,Aug20
Chl,1.46899398767335e-27,-0.489236687189113,RGB,Aug20
Chl,0.473214491005081,-0.0344789044368019,NGR,Aug20
Chl,7.62964894317352e-26,-0.474817977068057,GLI,Aug20
Chl,0.477542338854649,-0.0341427168133908,MGR,Aug20
Chl,0.355171094342549,0.0444374067012379,VARI,Aug20
Chl,1.76361142203714e-18,-0.403689271393737,VEG,Aug20
Chl,2.89136075791205e-05,-0.19906731578173,Woebbecke..no.abs.,Aug20
Chl,1.77465431165165e-10,-0.2996858597641,Woebbecke..abs.,Aug20
DW,0.00382939410092991,0.138227530864935,ExG,Aug20
DW,0.0048145548759311,0.134784877139842,ExG2,Aug20
DW,0.00972205001842746,0.123705121812324,RGB,Aug20
DW,1.67794610403714e-12,0.329519604065915,NGR,Aug20
DW,0.00437803070837329,0.136223353248544,GLI,Aug20
DW,1.58172299040466e-12,0.329880896858779,MGR,Aug20
DW,2.57449396308407e-13,0.34076207899469,VARI,Aug20
DW,0.000100141607843406,0.185226245081878,VEG,Aug20
DW,3.56868632522723e-05,-0.196600443831454,Woebbecke..no.abs.,Aug20
DW,1.90124276076591e-13,-0.342538059335619,Woebbecke..abs.,Aug20
Nitrogen,9.9033523494519e-45,-0.604737961310561,ExG,Aug20
Nitrogen,6.55955075949114e-33,-0.530248503355356,ExG2,Aug20
Nitrogen,4.75848029349692e-35,-0.545202782162647,RGB,Aug20
Nitrogen,0.302442834418271,-0.0495548920256239,NGR,Aug20
Nitrogen,8.79480081913265e-33,-0.529334329635973,GLI,Aug20
Nitrogen,0.304937267751583,-0.0493002279403062,MGR,Aug20
Nitrogen,0.433645662479132,0.0376354516708468,VARI,Aug20
Nitrogen,1.88495780886037e-23,-0.453490011888879,VEG,Aug20
Nitrogen,0.00132102754773561,-0.153501689105209,Woebbecke..no.abs.,Aug20
Nitrogen,5.33966318316582e-11,-0.30779899735569,Woebbecke..abs.,Aug20
Sulfur,4.81888919628922e-28,-0.493184531735642,ExG,Aug20
Sulfur,1.15796846675986e-22,-0.44612095462344,ExG2,Aug20
Sulfur,4.3201976283508e-23,-0.45014547106465,RGB,Aug20
Sulfur,7.52226838241015e-07,-0.234565731200045,NGR,Aug20
Sulfur,1.23845250114583e-22,-0.445844713820537,GLI,Aug20
Sulfur,7.39515093556811e-07,-0.234718611935168,MGR,Aug20
Sulfur,0.000141300217995171,-0.181482718907862,VARI,Aug20
Sulfur,1.3188293880044e-20,-0.426007653514166,VEG,Aug20
Sulfur,0.329581294215174,-0.0468547799705311,Woebbecke..no.abs.,Aug20
Sulfur,0.722346944504739,0.0170843921800648,Woebbecke..abs.,Aug20
Phosphorus,6.40044080044193e-14,-0.349202183618701,ExG,Aug20
Phosphorus,7.21038212646556e-12,-0.320795139116656,ExG2,Aug20
Phosphorus,1.04733691168438e-11,-0.318419391440605,RGB,Aug20
Phosphorus,7.97419416756303e-11,-0.3051176490541,NGR,Aug20
Phosphorus,6.71241880452484e-12,-0.321248177781325,GLI,Aug20
Phosphorus,7.57145358712513e-11,-0.305465686846436,MGR,Aug20
Phosphorus,1.68139572571269e-09,-0.283777121554884,VARI,Aug20
Phosphorus,4.90547622352623e-13,-0.337313173076733,VEG,Aug20
Phosphorus,0.24661870164899,0.0556677778454952,Woebbecke..no.abs.,Aug20
Phosphorus,0.000120648271569392,0.183307416769101,Woebbecke..abs.,Aug20
Potassium,0.871987855027742,0.00774796217463504,ExG,Aug20
Potassium,0.429285512932967,0.0379931288264901,ExG2,Aug20
Potassium,0.486584629511583,0.0334456204619957,RGB,Aug20
Potassium,0.0333841555534634,0.102029837862388,NGR,Aug20
Potassium,0.438393665590747,0.037248306198565,GLI,Aug20
Potassium,0.0336916351693407,0.101853812199647,MGR,Aug20
Potassium,0.0296106320303032,0.10431121360219,VARI,Aug20
Potassium,0.227827715404875,0.0579401330243596,VEG,Aug20
Potassium,0.198300371635539,-0.0617974394955569,Woebbecke..no.abs.,Aug20
Potassium,0.0219211604204824,-0.109863415911473,Woebbecke..abs.,Aug20
Magnesium,6.87790950036939e-11,-0.306109638140161,ExG,Aug20
Magnesium,2.5513043209623e-08,-0.263086521270169,ExG2,Aug20
Magnesium,9.83130532050699e-09,-0.270541130384908,RGB,Aug20
Magnesium,0.331259459376205,-0.0466926433541024,NGR,Aug20
Magnesium,2.30459270788124e-08,-0.263892528401296,GLI,Aug20
Magnesium,0.328475968638236,-0.046961862700727,MGR,Aug20
Magnesium,0.872071601047114,-0.00774284952897983,VARI,Aug20
Magnesium,1.82841264137341e-06,-0.226449851761346,VEG,Aug20
Magnesium,0.080794216056023,-0.0838127178015341,Woebbecke..no.abs.,Aug20
Magnesium,0.0586965863348479,-0.0907146363660001,Woebbecke..abs.,Aug20
Calcium,4.82162938553786e-11,-0.308476965564053,ExG,Aug20
Calcium,1.05662637312254e-10,-0.303219418697061,ExG2,Aug20
Calcium,9.31129720820713e-11,-0.304073856527331,RGB,Aug20
Calcium,6.00709947611922e-05,-0.191159222279322,NGR,Aug20
Calcium,9.44472567882391e-11,-0.303977845602105,GLI,Aug20
Calcium,5.89014605623007e-05,-0.191376053128197,MGR,Aug20
Calcium,0.000978403130206593,-0.157528257441978,VARI,Aug20
Calcium,4.19797497037345e-10,-0.293710243776015,VEG,Aug20
Calcium,0.325902939427851,-0.0472120405476815,Woebbecke..no.abs.,Aug20
Calcium,0.17023040361189,0.0658747631299471,Woebbecke..abs.,Aug20
Sodium,0.0304759911622208,-0.103766946206219,ExG,Aug20
Sodium,0.014755271418506,-0.116844503410184,ExG2,Aug20
Sodium,0.0124321681513782,-0.119761239871517,RGB,Aug20
Sodium,0.841409211373904,0.00962110286531793,NGR,Aug20
Sodium,0.0153257674823827,-0.116190438359274,GLI,Aug20
Sodium,0.840327150377287,0.00968763664453864,MGR,Aug20
Sodium,0.471498487766551,0.0346126697567037,VARI,Aug20
Sodium,0.0461478594768984,-0.095662718026912,VEG,Aug20
Sodium,0.0818041772201652,-0.0835360622252854,Woebbecke..no.abs.,Aug20
Sodium,0.0909942094313729,-0.081137562366581,Woebbecke..abs.,Aug20
Iron,0.179627271267512,-0.0644578961228064,ExG,Aug20
Iron,0.191586132088592,-0.0627319938046635,ExG2,Aug20
Iron,0.181759067925263,-0.064144152256097,RGB,Aug20
Iron,0.812843330802614,-0.0113841402499881,NGR,Aug20
Iron,0.191440222318912,-0.0627525671925957,GLI,Aug20
Iron,0.815865702597764,-0.0111969228578505,MGR,Aug20
Iron,0.958778181335665,-0.00248534425394682,VARI,Aug20
Iron,0.254346127593856,-0.0547684939079599,VEG,Aug20
Iron,0.795954887811782,-0.012433533809995,Woebbecke..no.abs.,Aug20
Iron,0.232027028640536,-0.0574211608878131,Woebbecke..abs.,Aug20
Manganese,9.53143690376752e-11,-0.303916156840212,ExG,Aug20
Manganese,1.69113112372656e-09,-0.283734971133199,ExG2,Aug20
Manganese,1.53531865423483e-09,-0.284439741573223,RGB,Aug20
Manganese,0.000113224214773974,-0.184035924036756,NGR,Aug20
Manganese,1.51808414875109e-09,-0.284521923338187,GLI,Aug20
Manganese,0.000109979991317989,-0.184368473399556,MGR,Aug20
Manganese,0.00132438719661411,-0.153467214437609,VARI,Aug20
Manganese,4.94843717645027e-09,-0.275770559204591,VEG,Aug20
Manganese,0.871113885391605,-0.00780132273185446,Woebbecke..no.abs.,Aug20
Manganese,0.105455629383426,0.0777294234231917,Woebbecke..abs.,Aug20
Copper,1.55711504021698e-21,-0.435249074015253,ExG,Aug20
Copper,4.731491965514e-17,-0.387691213345912,ExG2,Aug20
Copper,7.90622970476055e-18,-0.396500323222191,RGB,Aug20
Copper,0.107949396123788,-0.0771797824524665,NGR,Aug20
Copper,4.9493757053879e-17,-0.387466101594854,GLI,Aug20
Copper,0.108658096685294,-0.0770254109498541,MGR,Aug20
Copper,0.713950658784016,-0.0176243342643014,VARI,Aug20
Copper,3.18521186684626e-13,-0.339876874815357,VEG,Aug20
Copper,0.0386781376721328,-0.0991744375759112,Woebbecke..no.abs.,Aug20
Copper,0.000293734999698089,-0.172791971619125,Woebbecke..abs.,Aug20
Zinc,7.85400010246976e-14,-0.348030057271408,ExG,Aug20
Zinc,3.65484025611692e-10,-0.294681201137162,ExG2,Aug20
Zinc,1.75656303800897e-10,-0.29975615202374,RGB,Aug20
Zinc,0.0273113158751212,-0.10582662985279,NGR,Aug20
Zinc,3.60697429767556e-10,-0.294773398068252,GLI,Aug20
Zinc,0.0269647417174026,-0.106064480196677,MGR,Aug20
Zinc,0.171425086845723,-0.0656914459935004,VARI,Aug20
Zinc,1.26710294839325e-08,-0.268579713399415,VEG,Aug20
Zinc,0.0227796162182006,-0.109166731430868,Woebbecke..no.abs.,Aug20
Zinc,0.308292953020132,-0.04895979956604,Woebbecke..abs.,Aug20
Boron,4.59976580619606e-05,-0.194082849020638,ExG,Aug20
Boron,0.00230811254399203,-0.145751219001147,ExG2,Aug20
Boron,0.00245829486977545,-0.144852286177695,RGB,Aug20
Boron,0.00912440040870581,-0.12488281628722,NGR,Aug20
Boron,0.00228388982740475,-0.14590118118292,GLI,Aug20
Boron,0.00897672322624491,-0.125148056774314,MGR,Aug20
Boron,0.0188771708339907,-0.112541446824386,VARI,Aug20
Boron,0.00174732306124073,-0.149662497089431,VEG,Aug20
Boron,0.000522073480322322,0.165659849015243,Woebbecke..no.abs.,Aug20
Boron,0.0743993822959485,0.0856326274763878,Woebbecke..abs.,Aug20
LA,1.98504411658182e-09,0.282249504987832,ExG,Aug23
LA,9.59418835954708e-11,0.303537857073682,ExG2,Aug23
LA,4.2161423360687e-10,0.293356031219952,RGB,Aug23
LA,3.12708150974108e-21,0.431815032034669,NGR,Aug23
LA,7.95695873078688e-11,0.30479695095619,GLI,Aug23
LA,2.72577415585542e-21,0.432404882695536,MGR,Aug23
LA,6.78844196292238e-22,0.438310730982277,VARI,Aug23
LA,2.18675816508161e-13,0.341719789180707,VEG,Aug23
LA,2.4507387829944e-14,-0.354253617553332,Woebbecke..no.abs.,Aug23
LA,3.04178968765938e-18,-0.400674037148566,Woebbecke..abs.,Aug23
FW,0.000146159085605238,0.180884462951255,ExG,Aug23
FW,3.59146785923657e-06,0.21982592860252,ExG2,Aug23
FW,1.18683524611237e-05,0.208060958122337,RGB,Aug23
FW,2.82939380833006e-16,0.378208501803021,NGR,Aug23
FW,3.28542035251399e-06,0.220677040987281,GLI,Aug23
FW,2.56934447544648e-16,0.378704774900894,MGR,Aug23
FW,1.91384482907252e-17,0.391764770444611,VARI,Aug23
FW,2.52044767355123e-08,0.262890124998517,VEG,Aug23
FW,5.77026587369359e-12,-0.32185127894298,Woebbecke..no.abs.,Aug23
FW,1.3421801020231e-17,-0.393504618241572,Woebbecke..abs.,Aug23
Chl,1.59446573453614e-27,-0.48894435598948,ExG,Aug23
Chl,8.10081808758745e-17,-0.384991106864697,ExG2,Aug23
Chl,2.4407604158603e-18,-0.40214698632735,RGB,Aug23
Chl,0.384116319363508,-0.0418315569951321,NGR,Aug23
Chl,9.30689593502519e-17,-0.384290118167772,GLI,Aug23
Chl,0.386270046628518,-0.0416425696953365,MGR,Aug23
Chl,0.578196289854295,0.0267313327168768,VARI,Aug23
Chl,7.15412826190874e-12,-0.320844760349485,VEG,Aug23
Chl,0.000592362120497211,-0.16405467239128,Woebbecke..no.abs.,Aug23
Chl,8.15322828153006e-09,-0.271977841537044,Woebbecke..abs.,Aug23
DW,0.000703466179590111,0.161662030484641,ExG,Aug23
DW,4.08500063647937e-05,0.19514783228188,ExG2,Aug23
DW,0.000111838494310477,0.183967946273909,RGB,Aug23
DW,4.4215098860583e-14,0.350928956878682,NGR,Aug23
DW,3.69350770087928e-05,0.196231867321922,GLI,Aug23
DW,4.03280817882822e-14,0.351449987462973,MGR,Aug23
DW,3.16553413920982e-15,0.365491773344668,VARI,Aug23
DW,6.27157636977342e-07,0.235926683213812,VEG,Aug23
DW,7.04663185905773e-11,-0.30561130155829,Woebbecke..no.abs.,Aug23
DW,1.88824101003126e-15,-0.368260251613432,Woebbecke..abs.,Aug23
Nitrogen,2.17880678850759e-38,-0.567136945148797,ExG,Aug23
Nitrogen,5.64760350914928e-22,-0.439538630633037,ExG2,Aug23
Nitrogen,7.21437081590201e-24,-0.457317330605101,RGB,Aug23
Nitrogen,0.146152281317464,-0.0697941940831817,NGR,Aug23
Nitrogen,7.19226941033725e-22,-0.438521554126287,GLI,Aug23
Nitrogen,0.146873713707226,-0.0696698968820005,MGR,Aug23
Nitrogen,0.89161605875946,0.00655193007495578,VARI,Aug23
Nitrogen,1.02182500614644e-15,-0.371914284232854,VEG,Aug23
Nitrogen,0.00127852124867276,-0.153944969945945,Woebbecke..no.abs.,Aug23
Nitrogen,1.5438062966997e-09,-0.284399597439491,Woebbecke..abs.,Aug23
Sulfur,7.38172897201104e-27,-0.483426024818451,ExG,Aug23
Sulfur,6.23149894353316e-21,-0.429282981116077,ExG2,Aug23
Sulfur,1.27200002752872e-21,-0.436109359948801,RGB,Aug23
Sulfur,5.06895134427301e-08,-0.257573700107019,NGR,Aug23
Sulfur,6.50760096887904e-21,-0.429094546869257,GLI,Aug23
Sulfur,4.96634084336529e-08,-0.257739768176145,MGR,Aug23
Sulfur,7.08653115803924e-06,-0.213457918051438,VARI,Aug23
Sulfur,1.05295882228087e-18,-0.406120846743274,VEG,Aug23
Sulfur,0.308725241971802,0.0489161226718648,Woebbecke..no.abs.,Aug23
Sulfur,0.574621376096419,0.0269830219005899,Woebbecke..abs.,Aug23
Phosphorus,7.53166956393445e-16,-0.373519662063765,ExG,Aug23
Phosphorus,3.38903040408889e-15,-0.365516559844003,ExG2,Aug23
Phosphorus,2.6278441986802e-15,-0.366885917554796,RGB,Aug23
Phosphorus,5.26024109030161e-11,-0.307898663206087,NGR,Aug23
Phosphorus,2.96471298854268e-15,-0.366237440798519,GLI,Aug23
Phosphorus,4.89329227552257e-11,-0.308379059414774,MGR,Aug23
Phosphorus,1.38607538055182e-09,-0.285183224435754,VARI,Aug23
Phosphorus,4.33035004274691e-15,-0.364190910670676,VEG,Aug23
Phosphorus,0.00596271509859395,0.131648521956014,Woebbecke..no.abs.,Aug23
Phosphorus,0.00149547353168682,0.15180990806704,Woebbecke..abs.,Aug23
Potassium,0.997567199003141,-0.000146613510706565,ExG,Aug23
Potassium,0.511731441191317,0.0315426304138288,ExG2,Aug23
Potassium,0.552877488376382,0.028530231524047,RGB,Aug23
Potassium,0.215247397893528,0.0595367968227795,NGR,Aug23
Potassium,0.524120338498365,0.0306230941646558,GLI,Aug23
Potassium,0.217494385135329,0.0592468086229702,MGR,Aug23
Potassium,0.203012085032391,0.0611553075783512,VARI,Aug23
Potassium,0.380223778336437,0.0421747705510641,VEG,Aug23
Potassium,0.0105775405134059,-0.122458533836367,Woebbecke..no.abs.,Aug23
Potassium,0.118801609596624,-0.0748982423101459,Woebbecke..abs.,Aug23
Magnesium,3.91588902647019e-10,-0.294198176673844,ExG,Aug23
Magnesium,3.69798988561852e-06,-0.219793324582771,ExG2,Aug23
Magnesium,1.54080059491114e-06,-0.228037081918276,RGB,Aug23
Magnesium,0.114790365402432,-0.075721728281354,NGR,Aug23
Magnesium,3.32926012913407e-06,-0.220799095782164,GLI,Aug23
Magnesium,0.110767959810906,-0.0765704834130299,MGR,Aug23
Magnesium,0.345960639329726,-0.0452943082518509,VARI,Aug23
Magnesium,6.1962573848985e-05,-0.190816816378082,VEG,Aug23
